block,v3_usdc_per_weth,v2_usdc_per_weth,spread_pct,direction
47147465,1619.9427,1617.8513,0.12927,V2->V3
47147466,1619.9427,1617.8513,0.12927,V2->V3
47147467,1619.9427,1617.8513,0.12927,V2->V3
47147468,1619.9427,1617.8513,0.12927,V2->V3
47147469,1619.9427,1617.8513,0.12927,V2->V3
47147470,1619.9427,1617.8513,0.12927,V2->V3
47147471,1619.9427,1617.8513,0.12927,V2->V3
47147472,1619.9427,1617.8513,0.12927,V2->V3
47147473,1619.9427,1617.8513,0.12927,V2->V3
47147474,1619.9427,1617.8513,0.12927,V2->V3
47147475,1619.9427,1617.8513,0.12927,V2->V3
47147476,1619.9427,1617.8513,0.12927,V2->V3
47147477,1619.9427,1617.8513,0.12927,V2->V3
47147478,1619.9427,1617.8513,0.12927,V2->V3
47147479,1619.9427,1617.8513,0.12927,V2->V3
47147480,1619.9427,1617.8513,0.12927,V2->V3
47147481,1619.9427,1617.8513,0.12927,V2->V3
47147482,1619.9427,1617.8513,0.12927,V2->V3
47147483,1619.9427,1617.8513,0.12927,V2->V3
47147484,1620.4898,1617.8513,0.16309,V2->V3
47147485,1620.7528,1617.8513,0.17934,V2->V3
47147486,1620.9785,1617.8513,0.19329,V2->V3
47147487,1621.1841,1617.8513,0.20600,V2->V3
47147488,1621.2717,1617.8513,0.21141,V2->V3
47147489,1622.0313,1617.8513,0.25836,V2->V3
47147490,1622.1701,1618.0662,0.25363,V2->V3
47147491,1622.1701,1618.0662,0.25363,V2->V3
47147492,1622.1701,1618.0662,0.25363,V2->V3
47147493,1622.1701,1618.0662,0.25363,V2->V3
47147494,1622.1701,1618.0662,0.25363,V2->V3
47147495,1622.1701,1618.0662,0.25363,V2->V3
47147496,1622.1701,1618.0662,0.25363,V2->V3
47147497,1622.1701,1618.0662,0.25363,V2->V3
47147498,1622.1701,1618.0662,0.25363,V2->V3
47147499,1622.1701,1618.0662,0.25363,V2->V3
47147500,1622.1702,1618.0662,0.25363,V2->V3
47147501,1622.1702,1618.0662,0.25363,V2->V3
47147502,1622.1702,1618.0662,0.25363,V2->V3
47147503,1622.1702,1618.0662,0.25363,V2->V3
47147504,1622.1702,1618.0662,0.25363,V2->V3
47147505,1622.1702,1618.0662,0.25363,V2->V3
47147506,1622.1702,1618.0662,0.25363,V2->V3
47147507,1622.1702,1618.0662,0.25363,V2->V3
47147508,1622.1702,1618.0662,0.25363,V2->V3
47147509,1622.1702,1618.0662,0.25363,V2->V3
47147510,1622.1702,1618.0662,0.25363,V2->V3
47147511,1622.1702,1618.0662,0.25363,V2->V3
47147512,1622.1702,1618.0662,0.25363,V2->V3
47147513,1622.1702,1618.0662,0.25363,V2->V3
47147514,1622.1702,1618.0662,0.25363,V2->V3
47147515,1622.1702,1618.0662,0.25363,V2->V3
47147516,1621.9494,1618.0662,0.23999,V2->V3
47147517,1621.9214,1618.0662,0.23826,V2->V3
47147518,1621.5447,1618.0662,0.21498,V2->V3
47147519,1621.5447,1618.0662,0.21498,V2->V3
47147520,1621.5447,1618.0662,0.21498,V2->V3
47147521,1621.5447,1618.0662,0.21498,V2->V3
47147522,1621.5447,1618.0662,0.21498,V2->V3
47147523,1621.5447,1618.0662,0.21498,V2->V3
47147524,1621.5447,1618.0662,0.21498,V2->V3
47147525,1621.5447,1618.0662,0.21498,V2->V3
47147526,1621.5447,1618.0662,0.21498,V2->V3
47147527,1621.5453,1618.0662,0.21501,V2->V3
47147528,1621.5453,1618.0662,0.21501,V2->V3
47147529,1621.5453,1618.0662,0.21501,V2->V3
47147530,1621.2991,1618.0662,0.19980,V2->V3
47147531,1620.8801,1618.0662,0.17390,V2->V3
47147532,1620.7789,1618.0662,0.16765,V2->V3
47147533,1620.7789,1618.0662,0.16765,V2->V3
47147534,1620.7789,1618.0662,0.16765,V2->V3
47147535,1620.7789,1618.0662,0.16765,V2->V3
47147536,1620.7707,1618.0662,0.16715,V2->V3
47147537,1620.7688,1618.0662,0.16703,V2->V3
47147538,1620.7688,1618.0662,0.16703,V2->V3
47147539,1620.7688,1618.0662,0.16703,V2->V3
47147540,1620.7688,1618.0662,0.16703,V2->V3
47147541,1620.7688,1618.0662,0.16703,V2->V3
47147542,1620.6458,1618.0662,0.15942,V2->V3
47147543,1620.6458,1618.0662,0.15942,V2->V3
47147544,1620.6458,1618.0662,0.15942,V2->V3
47147545,1620.6458,1618.0662,0.15942,V2->V3
47147546,1620.6458,1618.0662,0.15942,V2->V3
47147547,1620.6460,1618.0662,0.15944,V2->V3
47147548,1620.5891,1618.0662,0.15592,V2->V3
47147549,1620.5891,1618.0662,0.15592,V2->V3
47147550,1620.5891,1618.0662,0.15592,V2->V3
47147551,1620.5891,1618.0662,0.15592,V2->V3
47147552,1620.5891,1618.0662,0.15592,V2->V3
47147553,1620.5286,1618.0662,0.15218,V2->V3
47147554,1620.5286,1618.0662,0.15218,V2->V3
47147555,1620.5286,1618.0662,0.15218,V2->V3
47147556,1620.5286,1618.0662,0.15218,V2->V3
47147557,1620.5286,1618.0662,0.15218,V2->V3
47147558,1620.5286,1618.0662,0.15218,V2->V3
47147559,1620.5286,1618.0662,0.15218,V2->V3
47147560,1620.5286,1618.0662,0.15218,V2->V3
47147561,1620.5286,1618.0662,0.15218,V2->V3
47147562,1620.5286,1618.0662,0.15218,V2->V3
47147563,1620.5286,1618.0662,0.15218,V2->V3
47147564,1620.5286,1618.0662,0.15218,V2->V3
47147565,1620.5286,1618.0662,0.15218,V2->V3
47147566,1620.5286,1618.0662,0.15218,V2->V3
47147567,1620.5286,1618.0662,0.15218,V2->V3
47147568,1620.5286,1618.0662,0.15218,V2->V3
47147569,1620.5286,1618.0662,0.15218,V2->V3
47147570,1620.5286,1618.0662,0.15218,V2->V3
47147571,1620.5286,1618.0662,0.15218,V2->V3
47147572,1620.5286,1618.0662,0.15218,V2->V3
47147573,1620.5299,1618.0662,0.15226,V2->V3
47147574,1620.5381,1618.0662,0.15277,V2->V3
47147575,1620.5381,1618.0662,0.15277,V2->V3
47147576,1620.5381,1618.0662,0.15277,V2->V3
47147577,1620.5381,1618.0662,0.15277,V2->V3
47147578,1620.5381,1618.0662,0.15277,V2->V3
47147579,1620.5381,1618.0662,0.15277,V2->V3
47147580,1620.5381,1618.0662,0.15277,V2->V3
47147581,1620.5389,1618.0662,0.15282,V2->V3
47147582,1620.5389,1618.0662,0.15282,V2->V3
47147583,1620.5389,1618.0664,0.15281,V2->V3
47147584,1620.5389,1618.0664,0.15281,V2->V3
47147585,1620.5389,1618.0664,0.15281,V2->V3
47147586,1620.5389,1618.0664,0.15281,V2->V3
47147587,1620.5389,1618.0664,0.15281,V2->V3
47147588,1620.5389,1618.0664,0.15281,V2->V3
47147589,1620.5389,1618.0664,0.15281,V2->V3
47147590,1620.5389,1618.0664,0.15281,V2->V3
47147591,1620.5389,1618.0664,0.15281,V2->V3
47147592,1620.5389,1618.0664,0.15281,V2->V3
47147593,1620.5389,1618.0664,0.15281,V2->V3
47147594,1620.5389,1618.0664,0.15281,V2->V3
47147595,1620.5389,1618.0664,0.15281,V2->V3
47147596,1620.5389,1618.0664,0.15281,V2->V3
47147597,1620.5389,1618.0664,0.15281,V2->V3
47147598,1620.5389,1618.0664,0.15281,V2->V3
47147599,1620.5389,1618.0664,0.15281,V2->V3
47147600,1620.5389,1618.0664,0.15281,V2->V3
47147601,1619.8727,1618.0664,0.11164,V2->V3
47147602,1620.3445,1618.0664,0.14079,V2->V3
47147603,1620.3827,1618.0664,0.14315,V2->V3
47147604,1620.4519,1618.0664,0.14743,V2->V3
47147605,1620.4653,1618.0664,0.14826,V2->V3
47147606,1620.4653,1618.0664,0.14826,V2->V3
47147607,1620.4653,1618.0664,0.14826,V2->V3
47147608,1620.4653,1618.0664,0.14826,V2->V3
47147609,1620.4653,1618.0664,0.14826,V2->V3
47147610,1620.4653,1618.0664,0.14826,V2->V3
47147611,1620.4653,1618.0664,0.14826,V2->V3
47147612,1620.4653,1618.0664,0.14826,V2->V3
47147613,1620.4672,1618.0664,0.14837,V2->V3
47147614,1620.4672,1618.0664,0.14838,V2->V3
47147615,1620.4672,1618.0664,0.14838,V2->V3
47147616,1620.4672,1618.0664,0.14838,V2->V3
47147617,1620.4672,1618.0664,0.14838,V2->V3
47147618,1620.4672,1618.0664,0.14838,V2->V3
47147619,1620.4672,1618.0664,0.14838,V2->V3
47147620,1620.4672,1618.0664,0.14838,V2->V3
47147621,1620.4672,1618.0664,0.14838,V2->V3
47147622,1620.4672,1618.0664,0.14838,V2->V3
47147623,1620.4672,1618.0664,0.14838,V2->V3
47147624,1620.4672,1618.0664,0.14838,V2->V3
47147625,1620.4660,1618.0664,0.14830,V2->V3
47147626,1620.4660,1618.0664,0.14830,V2->V3
47147627,1620.4660,1618.0664,0.14830,V2->V3
47147628,1620.4660,1618.0664,0.14830,V2->V3
47147629,1620.4660,1618.0664,0.14830,V2->V3
47147630,1620.4660,1618.0664,0.14830,V2->V3
47147631,1620.4660,1618.0664,0.14830,V2->V3
47147632,1620.4660,1618.0664,0.14830,V2->V3
47147633,1620.4660,1618.0664,0.14830,V2->V3
47147634,1620.4660,1618.0664,0.14830,V2->V3
47147635,1620.4660,1618.0664,0.14830,V2->V3
47147636,1620.4660,1618.0664,0.14830,V2->V3
47147637,1620.4660,1618.0664,0.14830,V2->V3
47147638,1620.4660,1618.0664,0.14830,V2->V3
47147639,1620.4660,1618.0664,0.14830,V2->V3
47147640,1620.4660,1618.0664,0.14830,V2->V3
47147641,1620.4660,1618.0664,0.14830,V2->V3
47147642,1620.4660,1618.0664,0.14830,V2->V3
47147643,1620.4660,1618.0664,0.14830,V2->V3
47147644,1620.4660,1618.0664,0.14830,V2->V3
47147645,1620.4660,1618.0664,0.14830,V2->V3
47147646,1620.4660,1618.0664,0.14830,V2->V3
47147647,1620.4660,1618.0664,0.14830,V2->V3
47147648,1620.5144,1618.0664,0.15130,V2->V3
47147649,1620.5145,1618.0664,0.15130,V2->V3
47147650,1620.5145,1618.0664,0.15130,V2->V3
47147651,1620.5145,1618.0664,0.15130,V2->V3
47147652,1620.5145,1618.0664,0.15130,V2->V3
47147653,1620.5145,1618.0664,0.15130,V2->V3
47147654,1620.5146,1618.0664,0.15130,V2->V3
47147655,1620.5146,1618.0664,0.15130,V2->V3
47147656,1620.5146,1618.0664,0.15130,V2->V3
47147657,1620.5146,1618.0664,0.15130,V2->V3
47147658,1620.5146,1618.0664,0.15130,V2->V3
47147659,1620.5146,1618.0664,0.15130,V2->V3
47147660,1620.5146,1618.0664,0.15130,V2->V3
47147661,1620.5146,1618.0664,0.15130,V2->V3
47147662,1620.5146,1618.0664,0.15130,V2->V3
47147663,1620.5146,1618.0664,0.15130,V2->V3
47147664,1620.5146,1618.0664,0.15130,V2->V3
47147665,1620.5146,1618.0664,0.15130,V2->V3
47147666,1620.5146,1618.0664,0.15130,V2->V3
47147667,1620.5146,1618.0664,0.15130,V2->V3
47147668,1620.5166,1618.0664,0.15143,V2->V3
47147669,1620.5166,1618.0664,0.15143,V2->V3
47147670,1620.5166,1618.0664,0.15143,V2->V3
47147671,1620.5166,1618.0664,0.15143,V2->V3
47147672,1620.5166,1618.0664,0.15143,V2->V3
47147673,1620.5166,1618.0664,0.15143,V2->V3
47147674,1620.5165,1618.0664,0.15143,V2->V3
47147675,1620.5165,1618.0664,0.15143,V2->V3
47147676,1620.5165,1618.0664,0.15143,V2->V3
47147677,1620.5165,1618.0664,0.15143,V2->V3
47147678,1620.5165,1618.0664,0.15143,V2->V3
47147679,1620.5165,1618.0664,0.15143,V2->V3
47147680,1620.5165,1618.0664,0.15143,V2->V3
47147681,1620.5165,1618.0664,0.15143,V2->V3
47147682,1620.5165,1618.0664,0.15143,V2->V3
47147683,1620.5172,1618.0664,0.15146,V2->V3
47147684,1620.5226,1618.0664,0.15180,V2->V3
47147685,1620.4250,1618.0664,0.14577,V2->V3
47147686,1620.2945,1618.0664,0.13770,V2->V3
47147687,1620.2261,1618.0664,0.13348,V2->V3
47147688,1620.1889,1618.0664,0.13117,V2->V3
47147689,1620.1890,1618.0664,0.13118,V2->V3
47147690,1620.1890,1618.0664,0.13118,V2->V3
47147691,1620.1890,1618.0664,0.13118,V2->V3
47147692,1620.1890,1618.0664,0.13118,V2->V3
47147693,1620.1890,1618.0664,0.13118,V2->V3
47147694,1620.1911,1618.0664,0.13131,V2->V3
47147695,1620.1911,1618.0664,0.13131,V2->V3
47147696,1620.1911,1618.0664,0.13131,V2->V3
47147697,1620.1911,1618.0664,0.13131,V2->V3
47147698,1620.1911,1618.0664,0.13131,V2->V3
47147699,1620.1911,1618.0664,0.13131,V2->V3
47147700,1620.1911,1618.0664,0.13131,V2->V3
47147701,1620.1911,1618.0664,0.13131,V2->V3
47147702,1620.1911,1618.0664,0.13131,V2->V3
47147703,1620.1911,1618.0664,0.13131,V2->V3
47147704,1620.2671,1618.0664,0.13601,V2->V3
47147705,1620.2671,1618.0664,0.13601,V2->V3
47147706,1620.2671,1618.0664,0.13601,V2->V3
47147707,1620.2671,1618.0664,0.13601,V2->V3
47147708,1620.2671,1618.0664,0.13601,V2->V3
47147709,1620.2671,1618.0664,0.13601,V2->V3
47147710,1620.2671,1618.0665,0.13600,V2->V3
47147711,1620.2671,1618.0665,0.13600,V2->V3
47147712,1620.2374,1618.0665,0.13416,V2->V3
47147713,1620.1299,1618.0665,0.12752,V2->V3
47147714,1619.8906,1618.0665,0.11273,V2->V3
47147715,1619.8906,1618.0667,0.11273,V2->V3
47147716,1619.8906,1618.0667,0.11273,V2->V3
47147717,1619.8907,1618.0667,0.11273,V2->V3
47147718,1619.8322,1618.0667,0.10912,V2->V3
47147719,1619.5501,1618.0667,0.09168,V2->V3
47147720,1619.5501,1618.0667,0.09168,V2->V3
47147721,1619.5501,1618.0667,0.09168,V2->V3
47147722,1619.5501,1618.0667,0.09168,V2->V3
47147723,1619.2514,1618.0667,0.07322,V2->V3
47147724,1619.2514,1618.0667,0.07322,V2->V3
47147725,1619.2514,1618.0667,0.07322,V2->V3
47147726,1619.2514,1618.0667,0.07322,V2->V3
47147727,1619.2476,1618.0667,0.07299,V2->V3
47147728,1618.9772,1618.0667,0.05627,V2->V3
47147729,1618.9772,1618.0667,0.05627,V2->V3
47147730,1618.9817,1618.0667,0.05655,V2->V3
47147731,1618.9502,1618.0667,0.05461,V2->V3
47147732,1618.9017,1618.0667,0.05161,V2->V3
47147733,1618.7259,1618.0667,0.04074,V2->V3
47147734,1618.7259,1618.0667,0.04074,V2->V3
47147735,1618.5807,1618.0667,0.03177,V2->V3
47147736,1618.5132,1618.0667,0.02760,V2->V3
47147737,1618.4793,1618.0667,0.02550,V2->V3
47147738,1618.3549,1618.0667,0.01781,V2->V3
47147739,1618.3549,1618.0667,0.01781,V2->V3
47147740,1618.3596,1618.0667,0.01811,V2->V3
47147741,1618.3596,1618.0667,0.01811,V2->V3
47147742,1618.1474,1618.0667,0.00499,V2->V3
47147743,1618.1437,1618.0667,0.00476,V2->V3
47147744,1618.1437,1618.0667,0.00476,V2->V3
47147745,1618.1437,1618.0667,0.00476,V2->V3
47147746,1618.1437,1618.0667,0.00476,V2->V3
47147747,1618.1437,1618.0667,0.00476,V2->V3
47147748,1618.1437,1618.0667,0.00476,V2->V3
47147749,1618.1437,1618.0668,0.00475,V2->V3
47147750,1618.1437,1618.0668,0.00475,V2->V3
47147751,1618.1437,1618.0668,0.00475,V2->V3
47147752,1618.1437,1618.0668,0.00475,V2->V3
47147753,1618.1437,1618.0668,0.00475,V2->V3
47147754,1618.1438,1618.0668,0.00476,V2->V3
47147755,1618.1438,1618.0668,0.00476,V2->V3
47147756,1618.1438,1618.0668,0.00476,V2->V3
47147757,1617.9967,1618.0668,0.00433,V3->V2
47147758,1617.6353,1618.0668,0.02667,V3->V2
47147759,1617.6049,1618.0668,0.02856,V3->V2
47147760,1617.3285,1618.0668,0.04565,V3->V2
47147761,1617.3285,1618.0668,0.04565,V3->V2
47147762,1617.3285,1618.0668,0.04565,V3->V2
47147763,1617.3285,1618.0668,0.04565,V3->V2
47147764,1617.3285,1618.0668,0.04565,V3->V2
47147765,1617.3285,1618.0668,0.04565,V3->V2
47147766,1617.3285,1618.0668,0.04565,V3->V2
47147767,1617.3285,1618.0668,0.04565,V3->V2
47147768,1617.3285,1618.0668,0.04565,V3->V2
47147769,1617.3285,1618.0668,0.04565,V3->V2
47147770,1617.3311,1618.0668,0.04549,V3->V2
47147771,1617.3311,1618.0668,0.04549,V3->V2
47147772,1617.3311,1618.0668,0.04549,V3->V2
47147773,1617.3311,1618.0668,0.04549,V3->V2
47147774,1617.3311,1618.0668,0.04549,V3->V2
47147775,1617.3311,1618.0668,0.04549,V3->V2
47147776,1617.3311,1618.0668,0.04549,V3->V2
47147777,1617.3311,1618.0668,0.04549,V3->V2
47147778,1617.3311,1618.0668,0.04549,V3->V2
47147779,1617.3311,1618.0668,0.04549,V3->V2
47147780,1617.2439,1618.0668,0.05088,V3->V2
47147781,1617.2439,1618.0668,0.05088,V3->V2
47147782,1617.2437,1618.0668,0.05090,V3->V2
47147783,1617.2437,1618.0668,0.05090,V3->V2
47147784,1617.2437,1618.0668,0.05090,V3->V2
47147785,1617.2437,1618.0668,0.05090,V3->V2
47147786,1617.2437,1618.0668,0.05090,V3->V2
47147787,1617.2437,1618.0668,0.05090,V3->V2
47147788,1617.2437,1618.0668,0.05090,V3->V2
47147789,1617.2437,1618.0668,0.05090,V3->V2
47147790,1617.2437,1618.0668,0.05090,V3->V2
47147791,1617.2437,1618.0668,0.05090,V3->V2
47147792,1617.2437,1618.0668,0.05090,V3->V2
47147793,1617.2438,1618.0668,0.05089,V3->V2
47147794,1617.2438,1618.0668,0.05089,V3->V2
47147795,1617.2432,1618.0668,0.05092,V3->V2
47147796,1617.2432,1618.0668,0.05092,V3->V2
47147797,1617.2432,1618.0668,0.05092,V3->V2
47147798,1617.2432,1618.0669,0.05093,V3->V2
47147799,1617.2432,1618.0669,0.05093,V3->V2
47147800,1617.2432,1618.0669,0.05093,V3->V2
47147801,1617.2432,1618.0669,0.05093,V3->V2
47147802,1617.2432,1618.0669,0.05093,V3->V2
47147803,1617.2432,1618.0669,0.05093,V3->V2
47147804,1617.2432,1618.0669,0.05093,V3->V2
47147805,1617.2432,1618.0669,0.05093,V3->V2
47147806,1617.2432,1618.0669,0.05093,V3->V2
47147807,1617.1500,1618.0669,0.05669,V3->V2
47147808,1617.0428,1618.0669,0.06333,V3->V2
47147809,1617.0420,1618.0669,0.06338,V3->V2
47147810,1617.0420,1618.0669,0.06338,V3->V2
47147811,1616.6647,1618.0669,0.08673,V3->V2
47147812,1616.6647,1618.0669,0.08673,V3->V2
47147813,1616.6647,1618.0669,0.08673,V3->V2
47147814,1616.6647,1618.0669,0.08673,V3->V2
47147815,1616.6647,1618.0666,0.08672,V3->V2
47147816,1616.6647,1618.0666,0.08672,V3->V2
47147817,1616.6610,1618.0666,0.08694,V3->V2
47147818,1616.6610,1618.0666,0.08694,V3->V2
47147819,1616.6610,1618.0666,0.08695,V3->V2
47147820,1616.6610,1618.0666,0.08695,V3->V2
47147821,1616.6610,1618.0666,0.08695,V3->V2
47147822,1616.6610,1618.0667,0.08695,V3->V2
47147823,1616.6594,1618.0667,0.08705,V3->V2
47147824,1616.6594,1618.0667,0.08705,V3->V2
47147825,1616.6594,1618.0667,0.08705,V3->V2
47147826,1616.6594,1618.0667,0.08705,V3->V2
47147827,1616.7757,1618.0664,0.07983,V3->V2
47147828,1616.6415,1618.0664,0.08814,V3->V2
47147829,1616.6415,1618.0664,0.08814,V3->V2
47147830,1616.6415,1618.0664,0.08814,V3->V2
47147831,1616.6415,1618.0664,0.08814,V3->V2
47147832,1616.6415,1618.0664,0.08814,V3->V2
47147833,1616.6417,1618.0664,0.08813,V3->V2
47147834,1616.6414,1618.0664,0.08815,V3->V2
47147835,1616.6415,1618.0664,0.08814,V3->V2
47147836,1616.6415,1618.0664,0.08814,V3->V2
47147837,1617.3769,1618.0664,0.04263,V3->V2
47147838,1617.7414,1618.0664,0.02009,V3->V2
47147839,1618.0827,1618.0664,0.00101,V2->V3
47147840,1618.0827,1618.0664,0.00101,V2->V3
47147841,1618.0827,1618.1676,0.00525,V3->V2
47147842,1618.0827,1618.1676,0.00525,V3->V2
47147843,1618.2032,1618.1676,0.00220,V2->V3
47147844,1618.3544,1618.1676,0.01155,V2->V3
47147845,1618.4413,1618.1676,0.01691,V2->V3
47147846,1618.4413,1618.1676,0.01691,V2->V3
47147847,1618.4413,1618.1676,0.01691,V2->V3
47147848,1618.4413,1618.1676,0.01691,V2->V3
47147849,1618.4413,1618.1676,0.01691,V2->V3
47147850,1618.4413,1618.1676,0.01691,V2->V3
47147851,1618.4413,1618.1676,0.01691,V2->V3
47147852,1618.4412,1618.1676,0.01691,V2->V3
47147853,1618.4412,1618.1676,0.01691,V2->V3
47147854,1618.4412,1618.1676,0.01691,V2->V3
47147855,1618.4412,1618.1676,0.01691,V2->V3
47147856,1618.4706,1618.1676,0.01872,V2->V3
47147857,1618.6255,1618.1676,0.02830,V2->V3
47147858,1618.8102,1618.1676,0.03971,V2->V3
47147859,1618.8102,1618.1676,0.03971,V2->V3
47147860,1618.8102,1618.1676,0.03971,V2->V3
47147861,1618.8101,1618.1676,0.03971,V2->V3
47147862,1618.8101,1618.1676,0.03971,V2->V3
47147863,1618.8101,1618.1676,0.03971,V2->V3
47147864,1618.8101,1618.1676,0.03971,V2->V3
47147865,1618.8101,1618.1676,0.03971,V2->V3
47147866,1618.8101,1618.1676,0.03971,V2->V3
47147867,1618.8101,1618.1676,0.03971,V2->V3
47147868,1618.8101,1618.1676,0.03971,V2->V3
47147869,1618.9387,1618.1676,0.04766,V2->V3
47147870,1618.9387,1618.1676,0.04766,V2->V3
47147871,1618.9387,1618.1676,0.04766,V2->V3
47147872,1618.9387,1618.1676,0.04766,V2->V3
47147873,1618.9387,1618.1676,0.04766,V2->V3
47147874,1618.9387,1618.1676,0.04766,V2->V3
47147875,1618.9387,1618.1676,0.04766,V2->V3
47147876,1618.9741,1618.1676,0.04985,V2->V3
47147877,1619.1351,1618.1676,0.05979,V2->V3
47147878,1619.1351,1618.1676,0.05979,V2->V3
47147879,1619.1734,1618.1676,0.06216,V2->V3
47147880,1619.3192,1618.1676,0.07117,V2->V3
47147881,1619.5824,1618.1676,0.08743,V2->V3
47147882,1619.5824,1618.1676,0.08743,V2->V3
47147883,1619.5832,1618.1676,0.08749,V2->V3
47147884,1619.5833,1618.1676,0.08749,V2->V3
47147885,1619.5833,1618.1825,0.08656,V2->V3
47147886,1619.5833,1618.1825,0.08656,V2->V3
47147887,1619.5833,1618.1825,0.08656,V2->V3
47147888,1619.5833,1618.1825,0.08656,V2->V3
47147889,1619.5832,1618.1825,0.08656,V2->V3
47147890,1619.5832,1618.1825,0.08656,V2->V3
47147891,1619.5832,1618.1825,0.08656,V2->V3
47147892,1620.1764,1618.1825,0.12322,V2->V3
47147893,1620.1764,1618.1825,0.12322,V2->V3
47147894,1620.1764,1618.1825,0.12322,V2->V3
47147895,1620.1757,1618.1825,0.12318,V2->V3
47147896,1620.1757,1618.1825,0.12318,V2->V3
47147897,1620.1757,1618.1825,0.12318,V2->V3
47147898,1620.1757,1618.1825,0.12318,V2->V3
47147899,1620.1757,1618.1825,0.12318,V2->V3
47147900,1620.1757,1618.1825,0.12318,V2->V3
47147901,1620.1757,1618.1825,0.12318,V2->V3
47147902,1620.3025,1618.1825,0.13101,V2->V3
47147903,1620.2251,1618.1825,0.12623,V2->V3
47147904,1620.2251,1618.1825,0.12623,V2->V3
47147905,1620.2251,1618.1825,0.12623,V2->V3
47147906,1620.2251,1618.1825,0.12623,V2->V3
47147907,1620.2251,1618.1825,0.12623,V2->V3
47147908,1620.2251,1618.1825,0.12623,V2->V3
47147909,1620.2251,1618.1825,0.12623,V2->V3
47147910,1620.2251,1618.1825,0.12623,V2->V3
47147911,1620.2251,1618.1825,0.12623,V2->V3
47147912,1620.2251,1618.1825,0.12623,V2->V3
47147913,1619.8131,1618.1825,0.10077,V2->V3
47147914,1619.8131,1618.1825,0.10077,V2->V3
47147915,1619.8131,1618.1825,0.10077,V2->V3
47147916,1619.8131,1618.1825,0.10077,V2->V3
47147917,1619.8095,1618.1825,0.10054,V2->V3
47147918,1619.3980,1618.1825,0.07512,V2->V3
47147919,1619.3980,1618.1825,0.07512,V2->V3
47147920,1619.3980,1618.1825,0.07512,V2->V3
47147921,1619.3980,1618.1825,0.07512,V2->V3
47147922,1619.3980,1618.1825,0.07512,V2->V3
47147923,1619.3980,1618.1825,0.07512,V2->V3
47147924,1619.3980,1618.1825,0.07512,V2->V3
47147925,1619.3980,1618.1825,0.07512,V2->V3
47147926,1619.3980,1618.1825,0.07512,V2->V3
47147927,1619.3980,1618.1825,0.07512,V2->V3
47147928,1619.3980,1618.1825,0.07512,V2->V3
47147929,1619.3980,1618.1825,0.07512,V2->V3
47147930,1619.3980,1618.1825,0.07512,V2->V3
47147931,1619.3980,1618.1825,0.07512,V2->V3
47147932,1619.3980,1618.1825,0.07512,V2->V3
47147933,1619.3980,1618.1825,0.07512,V2->V3
47147934,1619.3980,1618.1825,0.07512,V2->V3
47147935,1619.3980,1618.1825,0.07512,V2->V3
47147936,1619.3980,1618.1825,0.07512,V2->V3
47147937,1619.0068,1618.1825,0.05094,V2->V3
47147938,1619.0068,1618.1825,0.05094,V2->V3
47147939,1619.0068,1618.1825,0.05094,V2->V3
47147940,1618.8632,1618.1825,0.04207,V2->V3
47147941,1618.8650,1618.1825,0.04218,V2->V3
47147942,1618.8650,1618.1825,0.04218,V2->V3
47147943,1618.8650,1618.1825,0.04218,V2->V3
47147944,1618.7545,1618.1825,0.03535,V2->V3
47147945,1618.7288,1618.1825,0.03376,V2->V3
47147946,1618.7288,1618.1825,0.03376,V2->V3
47147947,1618.7288,1618.1825,0.03376,V2->V3
47147948,1618.7288,1618.1825,0.03376,V2->V3
47147949,1618.7288,1618.1825,0.03376,V2->V3
47147950,1618.7288,1618.1826,0.03375,V2->V3
47147951,1618.7288,1618.1826,0.03375,V2->V3
47147952,1618.7288,1618.1826,0.03375,V2->V3
47147953,1618.7288,1618.1826,0.03375,V2->V3
47147954,1618.7288,1618.1826,0.03375,V2->V3
47147955,1618.7288,1618.1826,0.03375,V2->V3
47147956,1618.7288,1618.1826,0.03375,V2->V3
47147957,1618.7288,1618.1826,0.03375,V2->V3
47147958,1618.7288,1618.1826,0.03375,V2->V3
47147959,1618.8640,1618.1826,0.04211,V2->V3
47147960,1619.5296,1618.1826,0.08324,V2->V3
47147961,1619.5296,1618.1826,0.08324,V2->V3
47147962,1619.5296,1618.1826,0.08324,V2->V3
47147963,1619.7151,1618.1826,0.09470,V2->V3
47147964,1619.8151,1618.1826,0.10088,V2->V3
47147965,1620.0996,1618.1826,0.11846,V2->V3
47147966,1620.0996,1618.1826,0.11846,V2->V3
47147967,1620.0996,1618.1826,0.11846,V2->V3
47147968,1620.2041,1618.1826,0.12493,V2->V3
47147969,1620.2041,1618.1826,0.12493,V2->V3
47147970,1620.2041,1618.1826,0.12493,V2->V3
47147971,1620.2042,1618.1826,0.12493,V2->V3
47147972,1620.2042,1618.1826,0.12493,V2->V3
47147973,1620.2042,1618.1826,0.12493,V2->V3
47147974,1620.2042,1618.1826,0.12493,V2->V3
47147975,1620.2042,1618.1826,0.12493,V2->V3
47147976,1620.2042,1618.1826,0.12493,V2->V3
47147977,1620.2042,1618.1826,0.12493,V2->V3
47147978,1620.2042,1618.1826,0.12493,V2->V3
47147979,1620.2042,1618.1826,0.12493,V2->V3
47147980,1620.2042,1618.1826,0.12493,V2->V3
47147981,1620.2042,1618.1826,0.12493,V2->V3
